wavs/9-7-18 clem interviewed by tara_1.wav-00071910_00075420.wav|BIH0KAO1Z YUW1 WIH1L NOW1 DHAE1T AY1 WIH1L BIY1 VEH1RIY0 VEH1RIY0 AH1PSEH2T IH1F YUW1 DUW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-01875090_01882290.wav|SOW1 IH1T WAA1Z AH0ND AY1 WAA1ZAH0NT AH0WEH1R DHAE1T AY1 WAA1Z DUW1IH0NG IH1T AE1T DHAH0 SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01877370_01882290.wav|AE1T DHAH0 SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01878000_01882290.wav|TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01876440_01882290.wav|AH0WEH1R DHAE1T AY1 WAA1Z DUW1IH0NG IH1T AE1T DHAH0 SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01877700_01882290.wav|SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01877100_01882290.wav|DUW1IH0NG IH1T AE1T DHAH0 SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01875750_01882290.wav|AH0ND AY1 WAA1ZAH0NT AH0WEH1R DHAE1T AY1 WAA1Z DUW1IH0NG IH1T AE1T DHAH0 SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01880100_01885530.wav|WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01879320_01885530.wav|WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01879650_01885530.wav|VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01878390_01885530.wav|SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01880400_01885530.wav|WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01881570_01885530.wav|PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01881900_01885530.wav|RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01880400_01885530.wav|AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01878810_01885530.wav|FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01878390_01885530.wav|AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01879560_01885530.wav|DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01878000_01885530.wav|TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01877700_01885530.wav|SEY1M TAY1M . SOW1 AY1 FEH1LT AY1 WAA1Z DHAH0 VIH1KTAH0M WAY1L AY1 WAA1Z VIH1KTAH0MAY0ZIH0NG AH1DHER0 PIY1PAH0L RIH1LIY0 . AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01882350_01885530.wav|AH0ND , AH0ND SOW1 WAH1T AY1 DIH1D IH1Z JHAH1ST , IH1T JHAH1ST HHER1T PIY1PAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-01916670_01923210.wav|BAY1 AO1L DHIY1Z PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01917300_01923210.wav|PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01918650_01923210.wav|AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01916220_01923210.wav|STREH1S BAY1 AO1L DHIY1Z PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01916670_01923210.wav|AO1L DHIY1Z PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01917870_01923210.wav|MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01917120_01923210.wav|DHIY1Z PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01915680_01923210.wav|HHAE1BAH0TS STREH1S BAY1 AO1L DHIY1Z PRAH0TEH1KTIH0V MEH1KAH0NIH2ZAH0MZ . AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z .
wavs/9-7-18 clem interviewed by tara_1.wav-01919460_01926630.wav|EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01918650_01926630.wav|AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01921050_01926630.wav|EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01920690_01926630.wav|PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01921890_01926630.wav|IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01922310_01926630.wav|KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01922610_01926630.wav|AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01918980_01926630.wav|DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01923210_01926630.wav|AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01919910_01926630.wav|IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01921500_01926630.wav|AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01918650_01926630.wav|AY1 WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01922670_01926630.wav|KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01918650_01926630.wav|WAA1Z DRAY1VIH0NG EH1VRIY0BAA2DIY0 IH0N WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01919910_01926630.wav|WIY1 AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01922160_01926630.wav|AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01921890_01926630.wav|AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01920450_01926630.wav|AA1R PUH1SHIH0NG EH1VRIY0BAA2DIY0 AH0WEY1 AH0ND IH0N AO1L KAY1NDZ AH1V KAO1RNER0Z . AH0ND DHIH1S WAA1Z AH0 BIH1G , BIH1G OW1LD MIH1ZER0IY0 RIH1LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01926150_01933200.wav|RIH1LIY0 . AH0ND , AH0ND DHAE1T RIY1CHT LAY1K YUW1 AH0ND AO1LSOW0 WIY1 AE1KCHAH0WAH0LIY0 KAH0MEH1NS DHAH0 JHER1NIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01925520_01933200.wav|MIH1ZER0IY0 RIH1LIY0 . AH0ND , AH0ND DHAE1T RIY1CHT LAY1K YUW1 AH0ND AO1LSOW0 WIY1 AE1KCHAH0WAH0LIY0 KAH0MEH1NS DHAH0 JHER1NIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01927980_01933200.wav|AH0ND , AH0ND DHAE1T RIY1CHT LAY1K YUW1 AH0ND AO1LSOW0 WIY1 AE1KCHAH0WAH0LIY0 KAH0MEH1NS DHAH0 JHER1NIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01933200_01939620.wav|SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01931790_01939620.wav|WIY1 AE1KCHAH0WAH0LIY0 KAH0MEH1NS DHAH0 JHER1NIY0 . SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01932240_01939620.wav|KAH0MEH1NS DHAH0 JHER1NIY0 . SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01932780_01939620.wav|JHER1NIY0 . SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01932690_01939620.wav|DHAH0 JHER1NIY0 . SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01931940_01939620.wav|AE1KCHAH0WAH0LIY0 KAH0MEH1NS DHAH0 JHER1NIY0 . SOW1 WIY1 GAE1DHER0D AH0NAH1DHER0 KRUW1 AH0ND LEH1FT AE1NWAA0R TUW1 AH0ND SEY1LD FAO1R DHEH1R VEH1RIY0 RIH0MOW1T AY1LAH0NDZ BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ .
wavs/9-7-18 clem interviewed by tara_1.wav-01939680_01945170.wav|AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01939020_01945170.wav|AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01938420_01945170.wav|DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01937820_01945170.wav|VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01937490_01945170.wav|BIH0TWIY1N VAE0NUW0AA1TUW0 AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01938300_01945170.wav|AH0ND DHAH0 SAA1LAH0MAH0N AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01938480_01945170.wav|SAA1LAH0MAH0N AY1LAH0NDZ . AH0ND AH0ND DHAE1T STREH1S HHAE1D AH0KRUW1D AH0KYUW1MYAH0LEY2TIH0D AH0 LEH1VAH0L WEH1R AY1 HHAE1D AH0 TOW1TAH0L KAH0MPLIY1T NER1VAH0S BREY1KDAW2N .
wavs/9-7-18 clem interviewed by tara_1.wav-01965270_01970670.wav|HHAE1DAH0NT SLEH1PT FAO1R FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01965600_01970670.wav|SLEH1PT FAO1R FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01968870_01970670.wav|AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01966020_01970670.wav|FAO1R FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01964820_01970670.wav|AY1 HHAE1DAH0NT SLEH1PT FAO1R FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01969050_01974240.wav|HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01970670_01974240.wav|AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01967010_01974240.wav|AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01969710_01974240.wav|DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01966650_01974240.wav|FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01967010_01970670.wav|AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01967370_01970670.wav|DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01966650_01970670.wav|FAO1R AO1R FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01967040_01970670.wav|FAY1V DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 .
wavs/9-7-18 clem interviewed by tara_1.wav-01967370_01974240.wav|DEY1Z . AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01968870_01974240.wav|AY1 HHAE1DAH0NT HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01969410_01974240.wav|HHAE1D DRAE1NGK EH1NIY0 WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
wavs/9-7-18 clem interviewed by tara_1.wav-01970280_01974240.wav|WAO1TER0 . AY1 WAA1Z KAH0MPLIY1TLIY0 DIH0HHAY1DREY0TAH0D , WIH1CH AY1 DIH1DAH0NT RIY1LAY2Z AE1T DHAH0 TAY1M .
